categoria,region,fecha,variacion_mensual,variacion_interanual,indice,origen,unidad_medida,precio_promedio
Detergente líquido,Pampeana,2022-12,,,,precios_promedio,750 cc,236.69
Lavandina,Pampeana,2022-12,,,,precios_promedio,1.000 cc,158.0
Jabón de tocador,Pampeana,2022-12,,,,precios_promedio,125 g,169.89
Pan francés,Noreste,2022-12,,,,precios_promedio,kg,337.72
Harina de trigo común,Noreste,2022-12,,,,precios_promedio,kg,171.87
Arroz blanco simple,Noreste,2022-12,,,,precios_promedio,kg,193.55
Fideos secos tipo guisero,Noreste,2022-12,,,,precios_promedio,500 g,167.73
Carne picada común,Noreste,2022-12,,,,precios_promedio,kg,840.68
Pollo entero,Noreste,2022-12,,,,precios_promedio,kg,442.14
Aceite de girasol,Noreste,2022-12,,,,precios_promedio,"1,5 litros",965.33
Leche fresca entera sachet,Noreste,2022-12,,,,precios_promedio,Litro,231.52
Huevos de gallina,Noreste,2022-12,,,,precios_promedio,Docena,356.53
Papa,Noreste,2022-12,,,,precios_promedio,kg,204.22
Azúcar,Noreste,2022-12,,,,precios_promedio,kg,257.92
Detergente líquido,Noreste,2022-12,,,,precios_promedio,750 cc,209.72
Lavandina,Noreste,2022-12,,,,precios_promedio,1.000 cc,166.52
Jabón de tocador,Noreste,2022-12,,,,precios_promedio,125 g,153.84
Pan francés,Noroeste,2022-12,,,,precios_promedio,kg,332.28
Harina de trigo común,Noroeste,2022-12,,,,precios_promedio,kg,162.76
Arroz blanco simple,Noroeste,2022-12,,,,precios_promedio,kg,199.97
Fideos secos tipo guisero,Noroeste,2022-12,,,,precios_promedio,500 g,160.56
Carne picada común,Noroeste,2022-12,,,,precios_promedio,kg,843.97
Pollo entero,Noroeste,2022-12,,,,precios_promedio,kg,447.96
Aceite de girasol,Noroeste,2022-12,,,,precios_promedio,"1,5 litros",853.53
Leche fresca entera sachet,Noroeste,2022-12,,,,precios_promedio,Litro,222.27
Huevos de gallina,Noroeste,2022-12,,,,precios_promedio,Docena,377.93
Papa,Noroeste,2022-12,,,,precios_promedio,kg,150.5
Azúcar,Noroeste,2022-12,,,,precios_promedio,kg,233.55
Detergente líquido,Noroeste,2022-12,,,,precios_promedio,750 cc,226.67
Lavandina,Noroeste,2022-12,,,,precios_promedio,1.000 cc,157.36
Jabón de tocador,Noroeste,2022-12,,,,precios_promedio,125 g,160.72
Pan francés,Cuyo,2022-12,,,,precios_promedio,kg,315.66
Harina de trigo común,Cuyo,2022-12,,,,precios_promedio,kg,160.6
Arroz blanco simple,Cuyo,2022-12,,,,precios_promedio,kg,219.19
Fideos secos tipo guisero,Cuyo,2022-12,,,,precios_promedio,500 g,182.91
Carne picada común,Cuyo,2022-12,,,,precios_promedio,kg,737.03
Pollo entero,Cuyo,2022-12,,,,precios_promedio,kg,471.77
Aceite de girasol,Cuyo,2022-12,,,,precios_promedio,"1,5 litros",806.89
Leche fresca entera sachet,Cuyo,2022-12,,,,precios_promedio,Litro,247.12
Huevos de gallina,Cuyo,2022-12,,,,precios_promedio,Docena,405.63
Papa,Cuyo,2022-12,,,,precios_promedio,kg,192.87
Azúcar,Cuyo,2022-12,,,,precios_promedio,kg,261.02
Detergente líquido,Cuyo,2022-12,,,,precios_promedio,750 cc,232.95
Lavandina,Cuyo,2022-12,,,,precios_promedio,1.000 cc,159.08
Jabón de tocador,Cuyo,2022-12,,,,precios_promedio,125 g,177.97
Pan francés,Patagonia,2022-12,,,,precios_promedio,kg,406.21
Harina de trigo común,Patagonia,2022-12,,,,precios_promedio,kg,169.72
Arroz blanco simple,Patagonia,2022-12,,,,precios_promedio,kg,225.68
Fideos secos tipo guisero,Patagonia,2022-12,,,,precios_promedio,500 g,213.9
Carne picada común,Patagonia,2022-12,,,,precios_promedio,kg,1067.21
Pollo entero,Patagonia,2022-12,,,,precios_promedio,kg,466.41
Aceite de girasol,Patagonia,2022-12,,,,precios_promedio,"1,5 litros",720.8
Leche fresca entera sachet,Patagonia,2022-12,,,,precios_promedio,Litro,242.06
Huevos de gallina,Patagonia,2022-12,,,,precios_promedio,Docena,450.1
Papa,Patagonia,2022-12,,,,precios_promedio,kg,263.51
Azúcar,Patagonia,2022-12,,,,precios_promedio,kg,285.23
Detergente líquido,Patagonia,2022-12,,,,precios_promedio,750 cc,411.6
Lavandina,Patagonia,2022-12,,,,precios_promedio,1.000 cc,164.79
Jabón de tocador,Patagonia,2022-12,,,,precios_promedio,125 g,176.19
Pan francés,Pampeana,2023-01,,,,precios_promedio,kg,392.17
Harina de trigo común,Pampeana,2023-01,,,,precios_promedio,kg,171.99
Arroz blanco simple,Pampeana,2023-01,,,,precios_promedio,kg,229.86
Fideos secos tipo guisero,Pampeana,2023-01,,,,precios_promedio,500 g,199.51
Carne picada común,Pampeana,2023-01,,,,precios_promedio,kg,825.28
Pollo entero,Pampeana,2023-01,,,,precios_promedio,kg,491.34
Aceite de girasol,Pampeana,2023-01,,,,precios_promedio,"1,5 litros",900.95
Leche fresca entera sachet,Pampeana,2023-01,,,,precios_promedio,Litro,232.14
Huevos de gallina,Pampeana,2023-01,,,,precios_promedio,Docena,425.52
Papa,Pampeana,2023-01,,,,precios_promedio,kg,249.62
Azúcar,Pampeana,2023-01,,,,precios_promedio,kg,273.61
Detergente líquido,Pampeana,2023-01,,,,precios_promedio,750 cc,250.09
Lavandina,Pampeana,2023-01,,,,precios_promedio,1.000 cc,166.87
Jabón de tocador,Pampeana,2023-01,,,,precios_promedio,125 g,182.1
Pan francés,Noreste,2023-01,,,,precios_promedio,kg,349.4
Harina de trigo común,Noreste,2023-01,,,,precios_promedio,kg,179.2
Arroz blanco simple,Noreste,2023-01,,,,precios_promedio,kg,206.04
Fideos secos tipo guisero,Noreste,2023-01,,,,precios_promedio,500 g,183.77
Carne picada común,Noreste,2023-01,,,,precios_promedio,kg,851.59
Pollo entero,Noreste,2023-01,,,,precios_promedio,kg,455.69
Aceite de girasol,Noreste,2023-01,,,,precios_promedio,"1,5 litros",1004.03
Leche fresca entera sachet,Noreste,2023-01,,,,precios_promedio,Litro,244.8
Huevos de gallina,Noreste,2023-01,,,,precios_promedio,Docena,363.89
Papa,Noreste,2023-01,,,,precios_promedio,kg,271.11
Azúcar,Noreste,2023-01,,,,precios_promedio,kg,269.87
Detergente líquido,Noreste,2023-01,,,,precios_promedio,750 cc,219.31
Lavandina,Noreste,2023-01,,,,precios_promedio,1.000 cc,174.66
Jabón de tocador,Noreste,2023-01,,,,precios_promedio,125 g,169.45
Pan francés,Noroeste,2023-01,,,,precios_promedio,kg,347.23
Harina de trigo común,Noroeste,2023-01,,,,precios_promedio,kg,173.25
Arroz blanco simple,Noroeste,2023-01,,,,precios_promedio,kg,210.52
Fideos secos tipo guisero,Noroeste,2023-01,,,,precios_promedio,500 g,172.7
Carne picada común,Noroeste,2023-01,,,,precios_promedio,kg,857.07
Pollo entero,Noroeste,2023-01,,,,precios_promedio,kg,464.37
Aceite de girasol,Noroeste,2023-01,,,,precios_promedio,"1,5 litros",882.5
Leche fresca entera sachet,Noroeste,2023-01,,,,precios_promedio,Litro,233.26
Huevos de gallina,Noroeste,2023-01,,,,precios_promedio,Docena,385.76
Papa,Noroeste,2023-01,,,,precios_promedio,kg,227.56
Azúcar,Noroeste,2023-01,,,,precios_promedio,kg,245.4
Detergente líquido,Noroeste,2023-01,,,,precios_promedio,750 cc,241.91
Lavandina,Noroeste,2023-01,,,,precios_promedio,1.000 cc,167.22
Jabón de tocador,Noroeste,2023-01,,,,precios_promedio,125 g,169.78
Pan francés,Cuyo,2023-01,,,,precios_promedio,kg,331.08
Harina de trigo común,Cuyo,2023-01,,,,precios_promedio,kg,165.37
Arroz blanco simple,Cuyo,2023-01,,,,precios_promedio,kg,230.56
Fideos secos tipo guisero,Cuyo,2023-01,,,,precios_promedio,500 g,193.68
Carne picada común,Cuyo,2023-01,,,,precios_promedio,kg,757.02
Pollo entero,Cuyo,2023-01,,,,precios_promedio,kg,487.36
Aceite de girasol,Cuyo,2023-01,,,,precios_promedio,"1,5 litros",860.67
Leche fresca entera sachet,Cuyo,2023-01,,,,precios_promedio,Litro,259.75
Huevos de gallina,Cuyo,2023-01,,,,precios_promedio,Docena,418.83
Papa,Cuyo,2023-01,,,,precios_promedio,kg,262.1
Azúcar,Cuyo,2023-01,,,,precios_promedio,kg,267.35
Detergente líquido,Cuyo,2023-01,,,,precios_promedio,750 cc,247.24
Lavandina,Cuyo,2023-01,,,,precios_promedio,1.000 cc,165.38
Jabón de tocador,Cuyo,2023-01,,,,precios_promedio,125 g,191.1
Pan francés,Patagonia,2023-01,,,,precios_promedio,kg,418.56
Harina de trigo común,Patagonia,2023-01,,,,precios_promedio,kg,182.28
Arroz blanco simple,Patagonia,2023-01,,,,precios_promedio,kg,241.43
Fideos secos tipo guisero,Patagonia,2023-01,,,,precios_promedio,500 g,226.17
Carne picada común,Patagonia,2023-01,,,,precios_promedio,kg,1132.74
Pollo entero,Patagonia,2023-01,,,,precios_promedio,kg,495.1
Aceite de girasol,Patagonia,2023-01,,,,precios_promedio,"1,5 litros",743.95
Leche fresca entera sachet,Patagonia,2023-01,,,,precios_promedio,Litro,253.46
Huevos de gallina,Patagonia,2023-01,,,,precios_promedio,Docena,461.14
Papa,Patagonia,2023-01,,,,precios_promedio,kg,310.0
Azúcar,Patagonia,2023-01,,,,precios_promedio,kg,289.51
Detergente líquido,Patagonia,2023-01,,,,precios_promedio,750 cc,448.72
Lavandina,Patagonia,2023-01,,,,precios_promedio,1.000 cc,173.8
Jabón de tocador,Patagonia,2023-01,,,,precios_promedio,125 g,190.05
Pan francés,Pampeana,2023-02,,,,precios_promedio,kg,412.84
Harina de trigo común,Pampeana,2023-02,,,,precios_promedio,kg,181.86
Arroz blanco simple,Pampeana,2023-02,,,,precios_promedio,kg,250.47
Fideos secos tipo guisero,Pampeana,2023-02,,,,precios_promedio,500 g,214.51
Carne picada común,Pampeana,2023-02,,,,precios_promedio,kg,1070.44
Pollo entero,Pampeana,2023-02,,,,precios_promedio,kg,510.84
Aceite de girasol,Pampeana,2023-02,,,,precios_promedio,"1,5 litros",935.67
Leche fresca entera sachet,Pampeana,2023-02,,,,precios_promedio,Litro,246.41
Huevos de gallina,Pampeana,2023-02,,,,precios_promedio,Docena,470.01
Papa,Pampeana,2023-02,,,,precios_promedio,kg,253.13
Azúcar,Pampeana,2023-02,,,,precios_promedio,kg,294.84
Detergente líquido,Pampeana,2023-02,,,,precios_promedio,750 cc,258.41
Lavandina,Pampeana,2023-02,,,,precios_promedio,1.000 cc,175.16
Jabón de tocador,Pampeana,2023-02,,,,precios_promedio,125 g,191.72
Pan francés,Noreste,2023-02,,,,precios_promedio,kg,370.39
Harina de trigo común,Noreste,2023-02,,,,precios_promedio,kg,191.2
Arroz blanco simple,Noreste,2023-02,,,,precios_promedio,kg,228.46
Fideos secos tipo guisero,Noreste,2023-02,,,,precios_promedio,500 g,192.76
Carne picada común,Noreste,2023-02,,,,precios_promedio,kg,1022.07
Pollo entero,Noreste,2023-02,,,,precios_promedio,kg,475.59
Aceite de girasol,Noreste,2023-02,,,,precios_promedio,"1,5 litros",1048.33
Leche fresca entera sachet,Noreste,2023-02,,,,precios_promedio,Litro,261.88
Huevos de gallina,Noreste,2023-02,,,,precios_promedio,Docena,427.95
Papa,Noreste,2023-02,,,,precios_promedio,kg,261.22
Azúcar,Noreste,2023-02,,,,precios_promedio,kg,297.2
Detergente líquido,Noreste,2023-02,,,,precios_promedio,750 cc,232.3
Lavandina,Noreste,2023-02,,,,precios_promedio,1.000 cc,184.53
Jabón de tocador,Noreste,2023-02,,,,precios_promedio,125 g,180.19
Pan francés,Noroeste,2023-02,,,,precios_promedio,kg,377.77
Harina de trigo común,Noroeste,2023-02,,,,precios_promedio,kg,182.99
Arroz blanco simple,Noroeste,2023-02,,,,precios_promedio,kg,237.42
Fideos secos tipo guisero,Noroeste,2023-02,,,,precios_promedio,500 g,186.81
Carne picada común,Noroeste,2023-02,,,,precios_promedio,kg,1016.83
Pollo entero,Noroeste,2023-02,,,,precios_promedio,kg,487.25
Aceite de girasol,Noroeste,2023-02,,,,precios_promedio,"1,5 litros",917.15
Leche fresca entera sachet,Noroeste,2023-02,,,,precios_promedio,Litro,248.61
Huevos de gallina,Noroeste,2023-02,,,,precios_promedio,Docena,441.23
Papa,Noroeste,2023-02,,,,precios_promedio,kg,217.49
Azúcar,Noroeste,2023-02,,,,precios_promedio,kg,274.95
Detergente líquido,Noroeste,2023-02,,,,precios_promedio,750 cc,253.75
Lavandina,Noroeste,2023-02,,,,precios_promedio,1.000 cc,174.02
Jabón de tocador,Noroeste,2023-02,,,,precios_promedio,125 g,180.93
Pan francés,Cuyo,2023-02,,,,precios_promedio,kg,346.72
Harina de trigo común,Cuyo,2023-02,,,,precios_promedio,kg,175.38
Arroz blanco simple,Cuyo,2023-02,,,,precios_promedio,kg,251.57
Fideos secos tipo guisero,Cuyo,2023-02,,,,precios_promedio,500 g,203.5
Carne picada común,Cuyo,2023-02,,,,precios_promedio,kg,987.58
Pollo entero,Cuyo,2023-02,,,,precios_promedio,kg,509.96
Aceite de girasol,Cuyo,2023-02,,,,precios_promedio,"1,5 litros",899.65
Leche fresca entera sachet,Cuyo,2023-02,,,,precios_promedio,Litro,275.09
Huevos de gallina,Cuyo,2023-02,,,,precios_promedio,Docena,482.95
Papa,Cuyo,2023-02,,,,precios_promedio,kg,279.17
Azúcar,Cuyo,2023-02,,,,precios_promedio,kg,280.25
Detergente líquido,Cuyo,2023-02,,,,precios_promedio,750 cc,252.5
Lavandina,Cuyo,2023-02,,,,precios_promedio,1.000 cc,175.87
Jabón de tocador,Cuyo,2023-02,,,,precios_promedio,125 g,198.26
Pan francés,Patagonia,2023-02,,,,precios_promedio,kg,443.53
Harina de trigo común,Patagonia,2023-02,,,,precios_promedio,kg,193.97
Arroz blanco simple,Patagonia,2023-02,,,,precios_promedio,kg,256.09
Fideos secos tipo guisero,Patagonia,2023-02,,,,precios_promedio,500 g,236.23
Carne picada común,Patagonia,2023-02,,,,precios_promedio,kg,1297.92
Pollo entero,Patagonia,2023-02,,,,precios_promedio,kg,521.54
Aceite de girasol,Patagonia,2023-02,,,,precios_promedio,"1,5 litros",785.57
Leche fresca entera sachet,Patagonia,2023-02,,,,precios_promedio,Litro,264.0
Huevos de gallina,Patagonia,2023-02,,,,precios_promedio,Docena,497.99
Papa,Patagonia,2023-02,,,,precios_promedio,kg,331.68
Azúcar,Patagonia,2023-02,,,,precios_promedio,kg,307.93
Detergente líquido,Patagonia,2023-02,,,,precios_promedio,750 cc,446.56
Lavandina,Patagonia,2023-02,,,,precios_promedio,1.000 cc,180.91
Jabón de tocador,Patagonia,2023-02,,,,precios_promedio,125 g,200.22
Pan francés,Pampeana,2023-03,,,,precios_promedio,kg,435.19
Harina de trigo común,Pampeana,2023-03,,,,precios_promedio,kg,193.06
Arroz blanco simple,Pampeana,2023-03,,,,precios_promedio,kg,278.63
Fideos secos tipo guisero,Pampeana,2023-03,,,,precios_promedio,500 g,228.35
Carne picada común,Pampeana,2023-03,,,,precios_promedio,kg,1162.93
Pollo entero,Pampeana,2023-03,,,,precios_promedio,kg,625.95
Aceite de girasol,Pampeana,2023-03,,,,precios_promedio,"1,5 litros",970.94
Leche fresca entera sachet,Pampeana,2023-03,,,,precios_promedio,Litro,265.16
Huevos de gallina,Pampeana,2023-03,,,,precios_promedio,Docena,581.03
Papa,Pampeana,2023-03,,,,precios_promedio,kg,245.61
Azúcar,Pampeana,2023-03,,,,precios_promedio,kg,329.13
Detergente líquido,Pampeana,2023-03,,,,precios_promedio,750 cc,263.39
Lavandina,Pampeana,2023-03,,,,precios_promedio,1.000 cc,180.79
Jabón de tocador,Pampeana,2023-03,,,,precios_promedio,125 g,199.96
Pan francés,Noreste,2023-03,,,,precios_promedio,kg,388.42
Harina de trigo común,Noreste,2023-03,,,,precios_promedio,kg,201.45
Arroz blanco simple,Noreste,2023-03,,,,precios_promedio,kg,259.24
Fideos secos tipo guisero,Noreste,2023-03,,,,precios_promedio,500 g,206.29
Carne picada común,Noreste,2023-03,,,,precios_promedio,kg,1083.3
Pollo entero,Noreste,2023-03,,,,precios_promedio,kg,571.72
Aceite de girasol,Noreste,2023-03,,,,precios_promedio,"1,5 litros",1081.48
Leche fresca entera sachet,Noreste,2023-03,,,,precios_promedio,Litro,277.25
Huevos de gallina,Noreste,2023-03,,,,precios_promedio,Docena,564.27
Papa,Noreste,2023-03,,,,precios_promedio,kg,242.1
Azúcar,Noreste,2023-03,,,,precios_promedio,kg,342.02
Detergente líquido,Noreste,2023-03,,,,precios_promedio,750 cc,236.53
Lavandina,Noreste,2023-03,,,,precios_promedio,1.000 cc,196.61
Jabón de tocador,Noreste,2023-03,,,,precios_promedio,125 g,189.03
Pan francés,Noroeste,2023-03,,,,precios_promedio,kg,392.34
Harina de trigo común,Noroeste,2023-03,,,,precios_promedio,kg,191.58
Arroz blanco simple,Noroeste,2023-03,,,,precios_promedio,kg,269.53
Fideos secos tipo guisero,Noroeste,2023-03,,,,precios_promedio,500 g,197.32
Carne picada común,Noroeste,2023-03,,,,precios_promedio,kg,1144.46
Pollo entero,Noroeste,2023-03,,,,precios_promedio,kg,597.97
Aceite de girasol,Noroeste,2023-03,,,,precios_promedio,"1,5 litros",961.87
Leche fresca entera sachet,Noroeste,2023-03,,,,precios_promedio,Litro,266.71
Huevos de gallina,Noroeste,2023-03,,,,precios_promedio,Docena,597.96
Papa,Noroeste,2023-03,,,,precios_promedio,kg,198.82
Azúcar,Noroeste,2023-03,,,,precios_promedio,kg,314.46
Detergente líquido,Noroeste,2023-03,,,,precios_promedio,750 cc,254.0
Lavandina,Noroeste,2023-03,,,,precios_promedio,1.000 cc,183.9
Jabón de tocador,Noroeste,2023-03,,,,precios_promedio,125 g,187.78
Pan francés,Cuyo,2023-03,,,,precios_promedio,kg,371.08
Harina de trigo común,Cuyo,2023-03,,,,precios_promedio,kg,185.16
Arroz blanco simple,Cuyo,2023-03,,,,precios_promedio,kg,284.04
Fideos secos tipo guisero,Cuyo,2023-03,,,,precios_promedio,500 g,222.17
Carne picada común,Cuyo,2023-03,,,,precios_promedio,kg,1108.34
Pollo entero,Cuyo,2023-03,,,,precios_promedio,kg,621.59
Aceite de girasol,Cuyo,2023-03,,,,precios_promedio,"1,5 litros",904.08
Leche fresca entera sachet,Cuyo,2023-03,,,,precios_promedio,Litro,298.74
Huevos de gallina,Cuyo,2023-03,,,,precios_promedio,Docena,634.51
Papa,Cuyo,2023-03,,,,precios_promedio,kg,251.67
Azúcar,Cuyo,2023-03,,,,precios_promedio,kg,320.27
Detergente líquido,Cuyo,2023-03,,,,precios_promedio,750 cc,269.55
Lavandina,Cuyo,2023-03,,,,precios_promedio,1.000 cc,185.21
Jabón de tocador,Cuyo,2023-03,,,,precios_promedio,125 g,204.94
Pan francés,Patagonia,2023-03,,,,precios_promedio,kg,470.77
Harina de trigo común,Patagonia,2023-03,,,,precios_promedio,kg,202.6
Arroz blanco simple,Patagonia,2023-03,,,,precios_promedio,kg,286.95
Fideos secos tipo guisero,Patagonia,2023-03,,,,precios_promedio,500 g,249.73
Carne picada común,Patagonia,2023-03,,,,precios_promedio,kg,1465.21
Pollo entero,Patagonia,2023-03,,,,precios_promedio,kg,597.99
Aceite de girasol,Patagonia,2023-03,,,,precios_promedio,"1,5 litros",814.0
Leche fresca entera sachet,Patagonia,2023-03,,,,precios_promedio,Litro,284.11
Huevos de gallina,Patagonia,2023-03,,,,precios_promedio,Docena,597.3
Papa,Patagonia,2023-03,,,,precios_promedio,kg,331.93
Azúcar,Patagonia,2023-03,,,,precios_promedio,kg,331.43
Detergente líquido,Patagonia,2023-03,,,,precios_promedio,750 cc,469.63
Lavandina,Patagonia,2023-03,,,,precios_promedio,1.000 cc,187.55
Jabón de tocador,Patagonia,2023-03,,,,precios_promedio,125 g,205.2
Pan francés,Pampeana,2023-04,,,,precios_promedio,kg,469.09
Harina de trigo común,Pampeana,2023-04,,,,precios_promedio,kg,203.25
Arroz blanco simple,Pampeana,2023-04,,,,precios_promedio,kg,316.31
Fideos secos tipo guisero,Pampeana,2023-04,,,,precios_promedio,500 g,248.84
Carne picada común,Pampeana,2023-04,,,,precios_promedio,kg,1212.53
Pollo entero,Pampeana,2023-04,,,,precios_promedio,kg,813.27
Aceite de girasol,Pampeana,2023-04,,,,precios_promedio,"1,5 litros",995.23
Leche fresca entera sachet,Pampeana,2023-04,,,,precios_promedio,Litro,288.83
Huevos de gallina,Pampeana,2023-04,,,,precios_promedio,Docena,711.99
Papa,Pampeana,2023-04,,,,precios_promedio,kg,247.0
Azúcar,Pampeana,2023-04,,,,precios_promedio,kg,384.78
Detergente líquido,Pampeana,2023-04,,,,precios_promedio,750 cc,283.87
Lavandina,Pampeana,2023-04,,,,precios_promedio,1.000 cc,193.46
Jabón de tocador,Pampeana,2023-04,,,,precios_promedio,125 g,213.07
Pan francés,Noreste,2023-04,,,,precios_promedio,kg,423.31
Harina de trigo común,Noreste,2023-04,,,,precios_promedio,kg,213.89
Arroz blanco simple,Noreste,2023-04,,,,precios_promedio,kg,325.64
Fideos secos tipo guisero,Noreste,2023-04,,,,precios_promedio,500 g,219.87
Carne picada común,Noreste,2023-04,,,,precios_promedio,kg,1128.32
Pollo entero,Noreste,2023-04,,,,precios_promedio,kg,738.11
Aceite de girasol,Noreste,2023-04,,,,precios_promedio,"1,5 litros",1123.36
Leche fresca entera sachet,Noreste,2023-04,,,,precios_promedio,Litro,302.1
Huevos de gallina,Noreste,2023-04,,,,precios_promedio,Docena,660.38
Papa,Noreste,2023-04,,,,precios_promedio,kg,232.38
Azúcar,Noreste,2023-04,,,,precios_promedio,kg,394.36
Detergente líquido,Noreste,2023-04,,,,precios_promedio,750 cc,262.44
Lavandina,Noreste,2023-04,,,,precios_promedio,1.000 cc,211.36
Jabón de tocador,Noreste,2023-04,,,,precios_promedio,125 g,203.78
Pan francés,Noroeste,2023-04,,,,precios_promedio,kg,418.43
Harina de trigo común,Noroeste,2023-04,,,,precios_promedio,kg,205.93
Arroz blanco simple,Noroeste,2023-04,,,,precios_promedio,kg,314.08
Fideos secos tipo guisero,Noroeste,2023-04,,,,precios_promedio,500 g,216.07
Carne picada común,Noroeste,2023-04,,,,precios_promedio,kg,1188.62
Pollo entero,Noroeste,2023-04,,,,precios_promedio,kg,772.67
Aceite de girasol,Noroeste,2023-04,,,,precios_promedio,"1,5 litros",988.26
Leche fresca entera sachet,Noroeste,2023-04,,,,precios_promedio,Litro,288.13
Huevos de gallina,Noroeste,2023-04,,,,precios_promedio,Docena,654.31
Papa,Noroeste,2023-04,,,,precios_promedio,kg,197.21
Azúcar,Noroeste,2023-04,,,,precios_promedio,kg,364.78
Detergente líquido,Noroeste,2023-04,,,,precios_promedio,750 cc,271.64
Lavandina,Noroeste,2023-04,,,,precios_promedio,1.000 cc,198.42
Jabón de tocador,Noroeste,2023-04,,,,precios_promedio,125 g,200.88
Pan francés,Cuyo,2023-04,,,,precios_promedio,kg,405.84
Harina de trigo común,Cuyo,2023-04,,,,precios_promedio,kg,187.65
Arroz blanco simple,Cuyo,2023-04,,,,precios_promedio,kg,316.55
Fideos secos tipo guisero,Cuyo,2023-04,,,,precios_promedio,500 g,239.0
Carne picada común,Cuyo,2023-04,,,,precios_promedio,kg,1120.37
Pollo entero,Cuyo,2023-04,,,,precios_promedio,kg,785.87
Aceite de girasol,Cuyo,2023-04,,,,precios_promedio,"1,5 litros",935.37
Leche fresca entera sachet,Cuyo,2023-04,,,,precios_promedio,Litro,320.08
Huevos de gallina,Cuyo,2023-04,,,,precios_promedio,Docena,781.85
Papa,Cuyo,2023-04,,,,precios_promedio,kg,250.66
Azúcar,Cuyo,2023-04,,,,precios_promedio,kg,366.16
Detergente líquido,Cuyo,2023-04,,,,precios_promedio,750 cc,267.08
Lavandina,Cuyo,2023-04,,,,precios_promedio,1.000 cc,196.89
Jabón de tocador,Cuyo,2023-04,,,,precios_promedio,125 g,216.72
Pan francés,Patagonia,2023-04,,,,precios_promedio,kg,497.85
Harina de trigo común,Patagonia,2023-04,,,,precios_promedio,kg,214.81
Arroz blanco simple,Patagonia,2023-04,,,,precios_promedio,kg,322.46
Fideos secos tipo guisero,Patagonia,2023-04,,,,precios_promedio,500 g,271.99
Carne picada común,Patagonia,2023-04,,,,precios_promedio,kg,1563.88
Pollo entero,Patagonia,2023-04,,,,precios_promedio,kg,782.18
Aceite de girasol,Patagonia,2023-04,,,,precios_promedio,"1,5 litros",890.99
Leche fresca entera sachet,Patagonia,2023-04,,,,precios_promedio,Litro,306.87
Huevos de gallina,Patagonia,2023-04,,,,precios_promedio,Docena,745.09
Papa,Patagonia,2023-04,,,,precios_promedio,kg,336.76
Azúcar,Patagonia,2023-04,,,,precios_promedio,kg,354.25
Detergente líquido,Patagonia,2023-04,,,,precios_promedio,750 cc,499.76
Lavandina,Patagonia,2023-04,,,,precios_promedio,1.000 cc,200.24
Jabón de tocador,Patagonia,2023-04,,,,precios_promedio,125 g,218.15
Pan francés,Pampeana,2023-05,,,,precios_promedio,kg,513.29
Harina de trigo común,Pampeana,2023-05,,,,precios_promedio,kg,214.44
Arroz blanco simple,Pampeana,2023-05,,,,precios_promedio,kg,380.88
Fideos secos tipo guisero,Pampeana,2023-05,,,,precios_promedio,500 g,275.71
Carne picada común,Pampeana,2023-05,,,,precios_promedio,kg,1267.9
Pollo entero,Pampeana,2023-05,,,,precios_promedio,kg,751.79
Aceite de girasol,Pampeana,2023-05,,,,precios_promedio,"1,5 litros",1039.92
Leche fresca entera sachet,Pampeana,2023-05,,,,precios_promedio,Litro,319.85
Huevos de gallina,Pampeana,2023-05,,,,precios_promedio,Docena,784.22
Papa,Pampeana,2023-05,,,,precios_promedio,kg,251.06
Azúcar,Pampeana,2023-05,,,,precios_promedio,kg,469.44
Detergente líquido,Pampeana,2023-05,,,,precios_promedio,750 cc,319.38
Lavandina,Pampeana,2023-05,,,,precios_promedio,1.000 cc,208.55
Jabón de tocador,Pampeana,2023-05,,,,precios_promedio,125 g,226.09
Pan francés,Noreste,2023-05,,,,precios_promedio,kg,460.03
Harina de trigo común,Noreste,2023-05,,,,precios_promedio,kg,225.85
Arroz blanco simple,Noreste,2023-05,,,,precios_promedio,kg,397.52
Fideos secos tipo guisero,Noreste,2023-05,,,,precios_promedio,500 g,239.76
Carne picada común,Noreste,2023-05,,,,precios_promedio,kg,1156.35
Pollo entero,Noreste,2023-05,,,,precios_promedio,kg,647.21
Aceite de girasol,Noreste,2023-05,,,,precios_promedio,"1,5 litros",1192.42
Leche fresca entera sachet,Noreste,2023-05,,,,precios_promedio,Litro,338.47
Huevos de gallina,Noreste,2023-05,,,,precios_promedio,Docena,710.82
Papa,Noreste,2023-05,,,,precios_promedio,kg,238.85
Azúcar,Noreste,2023-05,,,,precios_promedio,kg,496.54
Detergente líquido,Noreste,2023-05,,,,precios_promedio,750 cc,279.26
Lavandina,Noreste,2023-05,,,,precios_promedio,1.000 cc,231.41
Jabón de tocador,Noreste,2023-05,,,,precios_promedio,125 g,219.98
Pan francés,Noroeste,2023-05,,,,precios_promedio,kg,464.67
Harina de trigo común,Noroeste,2023-05,,,,precios_promedio,kg,216.66
Arroz blanco simple,Noroeste,2023-05,,,,precios_promedio,kg,382.07
Fideos secos tipo guisero,Noroeste,2023-05,,,,precios_promedio,500 g,238.01
Carne picada común,Noroeste,2023-05,,,,precios_promedio,kg,1252.21
Pollo entero,Noroeste,2023-05,,,,precios_promedio,kg,715.22
Aceite de girasol,Noroeste,2023-05,,,,precios_promedio,"1,5 litros",1042.46
Leche fresca entera sachet,Noroeste,2023-05,,,,precios_promedio,Litro,319.65
