categoria,region,fecha,variacion_mensual,variacion_interanual,indice,origen,unidad_medida,precio_promedio
"Aceites, grasas y manteca",Región Cuyo,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-01,4.4,,104.4466,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-02,7.3,,112.0237,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-03,-0.7,,111.199,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-04,-0.2,,110.995,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-05,-1.8,,108.9804,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-06,-0.2,,108.7207,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-07,1.7,,110.5459,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-08,1.8,,112.5687,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-09,1.7,,114.4944,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-10,0.5,,115.0627,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-11,1.1,,116.3465,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2017-12,-0.8,15.4,115.3712,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-01,2.4,13.1,118.0973,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-02,0.1,5.5,118.1994,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-03,2.7,9.2,121.4369,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-04,6.8,16.9,129.7167,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-05,4.2,24.0,135.1713,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-06,6.6,32.5,144.0754,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-07,8.9,41.9,156.8756,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-08,6.8,48.8,167.5313,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-09,10.6,61.9,185.3497,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-10,4.3,68.1,193.3786,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-11,3.4,71.8,199.9192,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2018-12,1.3,75.5,202.436,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-01,2.7,76.0,207.894,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-02,2.3,80.0,212.7067,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-03,1.5,77.8,215.9359,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-04,4.9,74.7,226.5927,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-05,6.4,78.3,240.9862,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-06,3.1,72.4,248.4123,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-07,3.6,64.0,257.3511,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-08,3.3,58.7,265.9068,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-09,6.9,53.4,284.3023,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-10,2.3,50.4,290.7465,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-11,1.4,47.5,294.7881,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2019-12,0.8,46.7,297.0697,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-01,5.1,50.2,312.349,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-02,5.7,55.1,330.0002,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-03,1.2,54.7,334.1129,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-04,1.5,49.6,339.062,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-05,1.4,42.6,343.6465,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-06,-1.0,37.0,340.3662,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-07,2.0,34.8,347.0264,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-08,3.0,34.5,357.53,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-09,1.4,27.5,362.4405,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-10,7.6,34.1,389.8769,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-11,5.6,39.7,411.6813,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2020-12,3.0,42.7,424.0348,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-01,3.6,40.7,439.3579,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-02,6.2,41.4,466.744,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-03,5.3,47.1,491.5258,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-04,7.3,55.5,527.3658,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-05,5.7,62.1,557.1781,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-06,5.5,72.7,587.75,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-07,3.8,75.9,610.3049,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-08,2.1,74.3,623.1474,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-09,0.8,73.3,627.9484,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-10,-0.7,60.0,623.6571,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-11,0.7,52.5,627.8999,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2021-12,2.1,51.1,640.8097,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-01,7.7,57.1,690.2321,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-02,2.4,51.4,706.4766,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-03,3.4,48.7,730.7738,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-04,6.3,47.3,776.6471,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-05,10.9,54.6,861.15,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-06,7.8,58.0,928.5518,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-07,6.0,61.3,984.1381,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-08,9.9,73.6,1081.5414,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-09,13.2,94.9,1223.8564,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-10,2.3,100.7,1251.5132,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-11,4.2,107.7,1303.9593,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2022-12,3.0,109.7,1343.5358,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-01,5.0,104.4,1410.9227,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-02,5.4,110.5,1487.2281,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-03,2.9,109.4,1530.2543,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-04,5.4,107.7,1613.4259,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-05,6.8,100.1,1723.2961,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-06,5.6,96.1,1820.4274,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-07,4.2,92.8,1897.6251,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-08,7.3,88.2,2035.8209,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-09,13.3,88.5,2307.1991,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-10,7.4,98.1,2478.8457,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-11,10.6,110.2,2740.425,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2023-12,37.6,180.8,3772.1047,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-01,35.3,261.8,5104.2149,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-02,10.0,277.6,5615.0966,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-03,6.8,292.0,5998.6948,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-04,7.5,299.7,6448.934,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-05,4.9,292.4,6762.3602,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-06,4.4,287.7,7057.8664,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-07,2.0,279.3,7196.9971,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-08,3.5,266.0,7451.2324,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-09,2.3,230.2,7619.5101,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-10,3.3,217.5,7869.25,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-11,5.4,202.5,8291.0172,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2024-12,3.5,127.4,8579.0308,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-01,4.4,75.5,8957.5565,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-02,2.0,62.6,9132.351,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-03,4.2,58.6,9511.5376,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-04,3.3,52.4,9830.0455,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-05,4.2,51.4,10239.1839,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-06,3.3,49.8,10572.3364,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-07,1.2,48.7,10700.1838,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-08,4.0,49.4,11133.184,variaciones,,
"Aceites, grasas y manteca",Región Cuyo,2025-09,3.5,51.2,11517.8429,variaciones,,
"Aceites, grasas y manteca",Región GBA,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-01,1.7,,101.683,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-02,1.3,,102.9812,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-03,1.9,,104.9851,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-04,2.6,,107.6769,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-05,-0.1,,107.5965,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-06,1.1,,108.7917,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-07,4.0,,113.1725,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-08,1.7,,115.0445,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-09,1.6,,116.936,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-10,-0.2,,116.708,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-11,0.4,,117.1548,variaciones,,
"Aceites, grasas y manteca",Región GBA,2017-12,1.1,18.5,118.4661,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-01,0.9,17.6,119.5478,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-02,1.5,17.8,121.3079,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-03,1.8,17.6,123.4939,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-04,2.7,17.8,126.8643,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-05,4.7,23.4,132.7838,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-06,6.1,29.6,140.9438,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-07,5.4,31.3,148.5868,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-08,4.0,34.4,154.5743,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-09,12.5,48.7,173.8923,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-10,6.6,58.9,185.4045,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-11,3.1,63.2,191.2428,variaciones,,
"Aceites, grasas y manteca",Región GBA,2018-12,1.5,63.9,194.1091,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-01,2.2,65.9,198.3761,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-02,1.1,65.4,200.6404,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-03,4.0,68.9,208.6195,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-04,5.8,73.9,220.6737,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-05,8.9,81.0,240.3554,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-06,3.4,76.3,248.4934,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-07,2.7,71.7,255.1108,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-08,4.4,72.4,266.4236,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-09,6.3,62.9,283.2795,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-10,4.4,59.5,295.7573,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-11,1.2,56.5,299.3284,variaciones,,
"Aceites, grasas y manteca",Región GBA,2019-12,2.0,57.3,305.3691,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-01,5.2,61.9,321.2367,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-02,1.9,63.1,327.2018,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-03,0.8,58.1,329.8898,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-04,-0.5,48.8,328.3284,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-05,0.5,37.3,330.0907,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-06,-0.5,32.2,328.39,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-07,1.6,30.7,333.5283,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-08,3.3,29.3,344.4237,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-09,0.9,22.7,347.5655,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-10,4.2,22.5,362.2304,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-11,3.5,25.2,374.7858,variaciones,,
"Aceites, grasas y manteca",Región GBA,2020-12,1.1,24.1,378.8203,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-01,2.3,20.7,387.6559,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-02,2.5,21.5,397.5045,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-03,6.4,28.2,422.8353,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-04,7.9,39.0,456.3562,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-05,3.9,43.6,474.0736,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-06,4.5,50.9,495.5951,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-07,5.9,57.3,524.8062,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-08,3.1,57.0,540.8678,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-09,2.6,59.6,554.7404,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-10,2.9,57.5,570.684,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-11,1.8,55.0,580.8286,variaciones,,
"Aceites, grasas y manteca",Región GBA,2021-12,1.4,55.4,588.676,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-01,5.0,59.5,618.181,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-02,4.2,62.0,644.0407,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-03,1.5,54.6,653.8225,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-04,8.9,56.1,712.1688,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-05,7.7,61.9,767.3278,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-06,8.0,67.2,828.7308,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-07,7.8,70.3,893.636,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-08,9.4,80.8,977.973,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-09,14.2,101.4,1117.092,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-10,7.6,110.5,1201.4348,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-11,0.6,108.1,1208.4439,variaciones,,
"Aceites, grasas y manteca",Región GBA,2022-12,3.3,112.1,1248.6577,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-01,3.4,108.9,1291.4406,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-02,5.0,110.5,1355.8422,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-03,3.1,113.8,1397.5912,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-04,5.6,107.2,1475.6595,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-05,7.5,106.7,1586.0248,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-06,6.1,103.1,1683.4895,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-07,4.0,96.0,1751.5969,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-08,7.8,93.1,1888.8949,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-09,16.4,96.9,2199.0309,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-10,9.5,100.4,2407.9129,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-11,14.0,127.2,2745.314,variaciones,,
"Aceites, grasas y manteca",Región GBA,2023-12,40.5,208.8,3856.2297,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-01,27.4,280.5,4913.5549,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-02,15.3,317.8,5664.5388,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-03,11.6,352.5,6323.6159,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-04,4.1,346.0,6581.139,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-05,4.9,335.5,6906.4816,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-06,5.8,334.2,7309.7552,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-07,2.4,327.3,7484.5023,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-08,1.8,303.2,7615.9136,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-09,1.4,251.2,7723.1998,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-10,1.7,226.3,7857.0009,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-11,2.6,193.6,8059.3354,variaciones,,
"Aceites, grasas y manteca",Región GBA,2024-12,3.4,116.0,8329.372,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-01,3.0,74.5,8576.4251,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-02,3.3,56.4,8857.6243,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-03,1.4,42.0,8981.8239,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-04,5.1,43.4,9439.252,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-05,3.3,41.2,9754.8613,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-06,4.0,38.8,10147.8411,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-07,0.4,36.2,10191.9623,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-08,1.7,36.1,10368.1705,variaciones,,
"Aceites, grasas y manteca",Región GBA,2025-09,2.1,37.1,10589.9849,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-01,1.9,,101.8631,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-02,3.3,,105.2686,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-03,-1.0,,104.1701,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-04,2.5,,106.743,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-05,5.1,,112.2389,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-06,2.1,,114.56,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-07,1.0,,115.6965,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-08,4.3,,120.6491,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-09,2.0,,123.0221,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-10,1.8,,125.2913,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-11,3.5,,129.6898,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2017-12,1.0,30.9,130.9479,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-01,-0.4,28.0,130.4208,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-02,1.0,25.1,131.6981,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-03,1.0,27.7,133.0509,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-04,2.8,28.1,136.782,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-05,5.7,28.9,144.6451,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-06,5.7,33.4,152.88,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-07,7.9,42.5,164.9249,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-08,4.8,43.3,172.8631,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-09,11.9,57.3,193.4764,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-10,4.4,61.2,201.9734,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-11,2.2,59.1,206.3602,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2018-12,1.4,59.8,209.2215,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-01,2.8,64.9,215.1217,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-02,1.1,65.2,217.5829,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-03,1.9,66.7,221.7773,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-04,5.2,70.6,233.3393,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-05,4.0,67.8,242.6847,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-06,3.6,64.5,251.4115,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-07,0.9,53.8,253.7046,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-08,7.6,57.9,272.9534,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-09,7.6,51.7,293.5923,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-10,3.1,49.9,302.7132,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-11,2.3,50.0,309.5583,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2019-12,2.2,51.2,316.2553,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-01,6.6,56.8,337.2669,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-02,4.3,61.7,351.8648,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-03,0.7,59.8,354.3063,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-04,4.5,58.6,370.0958,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-05,-2.3,49.0,361.4951,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-06,2.6,47.5,370.9083,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-07,4.3,52.5,386.9276,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-08,-0.2,41.5,386.1298,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-09,2.8,35.2,397.0282,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-10,5.9,38.9,420.3502,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-11,7.8,46.4,453.2333,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2020-12,5.8,51.7,479.6154,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-01,7.9,53.4,517.3536,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-02,15.9,70.5,599.8207,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-03,2.1,72.8,612.2358,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-04,8.4,79.4,663.8528,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-05,4.7,92.3,695.2954,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-06,3.0,93.0,715.9469,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-07,4.6,93.6,748.9813,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-08,4.9,103.4,785.3319,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-09,1.0,99.8,793.2864,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-10,3.1,94.6,818.0348,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-11,-0.3,80.0,815.7202,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2021-12,1.4,72.5,827.3413,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-01,1.9,63.0,843.3187,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-02,5.3,48.0,887.6121,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-03,6.0,53.7,940.7453,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-04,15.3,63.4,1084.5913,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-05,6.5,66.1,1154.6253,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-06,7.3,73.1,1239.0579,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-07,16.3,92.5,1441.6049,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-08,8.9,99.9,1569.7138,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-09,9.9,117.4,1724.6288,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-10,6.1,123.8,1830.5706,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-11,3.9,133.2,1902.4108,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2022-12,2.3,135.3,1947.0413,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-01,4.2,140.5,2028.5185,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-02,4.4,138.5,2117.206,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-03,3.6,133.1,2192.4609,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-04,5.1,112.5,2304.971,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-05,6.5,112.7,2455.3718,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-06,3.0,104.1,2529.5249,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-07,3.9,82.3,2628.1337,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-08,9.0,82.5,2864.1764,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-09,9.4,81.6,3132.6944,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-10,4.9,79.5,3285.4883,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-11,7.6,85.9,3536.6368,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2023-12,44.5,162.5,5111.6678,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-01,28.8,224.5,6582.0035,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-02,6.7,231.8,7024.0908,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-03,2.5,228.3,7197.8022,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-04,1.2,216.0,7283.9467,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-05,-0.9,194.0,7218.2052,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-06,1.7,190.2,7341.5712,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-07,-0.4,178.3,7314.6382,variaciones,,
